id_gen	symbol	log2FC_CRC_vs_Normal	adj-p-value_CRC_vs_Normal	vias_reactome	BP	MF	CC
ENSG00000179403	VWA1	-0.22064694422453357	0.0010880447361147226	Post-translational protein modification, Metabolism of proteins, Post-translational protein phosphorylation, Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	behavioral response to pain, extracellular matrix organization	identical protein binding, extracellular matrix structural constituent	extracellular exosome, interstitial matrix, endoplasmic reticulum lumen, collagen-containing extracellular matrix, extracellular space, basement membrane
ENSG00000153404	PLEKHG4B	-0.1676110683823291	0.001092800121838312	Signaling by Rho GTPases, Miro GTPases and RHOBTB3, Signal Transduction, Signaling by Rho GTPases, CDC42 GTPase cycle, RHO GTPase cycle	axon guidance, regulation of small GTPase mediated signal transduction	protein binding, guanyl-nucleotide exchange factor activity	plasma membrane, cytoplasm, cytosol, extrinsic component of membrane
ENSG00000185028	LRRC14B	-0.1676110683823291	0.001092800121838312				
ENSG00000261434		-0.1676110683823291	0.001092800121838312				
ENSG00000143502	SUSD4	0.21249810989646356	0.0011103953315277772		innate immune response, negative regulation of complement activation, alternative pathway, negative regulation of complement activation, classical pathway, regulation of complement activation, complement activation, classical pathway		membrane, extracellular region
ENSG00000275066	SYNRG	0.19397152165862863	0.0011137394439539629		endocytosis, intracellular protein transport		clathrin coat of trans-Golgi network vesicle, Golgi apparatus, perinuclear region of cytoplasm, cytoplasm, AP-1 adaptor complex
ENSG00000119714	GPR68	-0.23742409849272406	0.0011151914126349425	G alpha (q) signalling events, GPCR ligand binding, Signal Transduction, Signaling by GPCR, Class A/1 (Rhodopsin-like receptors), GPCR downstream signalling	inflammatory response, cellular response to pH, G protein-coupled receptor signaling pathway, monocyte differentiation, positive regulation of osteoclast development, osteoclast development, positive regulation of insulin secretion involved in cellular response to glucose stimulus, insulin secretion, negative regulation of monocyte differentiation		
ENSG00000170234	PWWP2A	0.2005781565945952	0.0011186213077224747		regulation of transcriptional start site selection at RNA polymerase II promoter, positive regulation of transcription elongation by RNA polymerase II, chromatin remodeling	protein binding, NuRD complex binding, methylated histone binding, histone binding, chromatin binding	nucleus
ENSG00000242282		0.2415402760007268	0.0011252687130467072				
ENSG00000286905		0.2415402760007268	0.0011252687130467072				
ENSG00000122378	PRXL2A	0.34617794237671706	0.0011328052407570527		cellular oxidant detoxification, regulation of osteoclast differentiation	antioxidant activity	cytoplasm, extracellular region
ENSG00000135930	EIF4E2	0.25374300130623517	0.0011340399925709051	Immune System, Cytokine Signaling in Immune system, Antiviral mechanism by IFN-stimulated genes, Interferon Signaling, ISG15 antiviral mechanism	miRNA-mediated gene silencing by inhibition of translation, negative regulation of type I interferon-mediated signaling pathway, negative regulation of translation, translational initiation, negative regulation of translational initiation, rescue of stalled ribosome	protein binding, RNA cap binding, RNA binding, translation factor activity, RNA binding, ubiquitin protein ligase binding, RNA 7-methylguanosine cap binding, translation initiation factor activity	P-body, cytosol, eukaryotic translation initiation factor 4F complex, cytoplasm, mRNA cap binding complex
ENSG00000108950	FAM20A	0.38414010430831436	0.0011516650981248547	Post-translational protein modification, Metabolism of proteins, Post-translational protein phosphorylation, Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	tooth eruption, response to bacterium, enamel mineralization, positive regulation of protein phosphorylation, calcium ion homeostasis, biomineral tissue development, protein phosphorylation	protein serine/threonine kinase activity, phosphotransferase activity, alcohol group as acceptor, protein binding, protein serine/threonine kinase activator activity	extracellular exosome, Golgi apparatus, extracellular space, endoplasmic reticulum, cytoplasm
ENSG00000140575	IQGAP1	0.3402302882596664	0.0011587879997947176	Regulation of insulin secretion, Glucagon-like Peptide-1 (GLP1) regulates insulin secretion, Immune System, Signaling by RAS mutants, Metabolism, Signaling by BRAF and RAF1 fusions, RHO GTPase cycle, RHOC GTPase cycle, Disease, Nephrin family interactions, Diseases of signal transduction by growth factor receptors and second messengers, RHOA GTPase cycle, RHOV GTPase cycle, RHO GTPase Effectors, Signaling by Rho GTPases, RAF/MAP kinase cascade, Paradoxical activation of RAF signaling by kinase inactive BRAF, Integration of energy metabolism, MAPK1/MAPK3 signaling, RAC2 GTPase cycle, Signaling by high-kinase activity BRAF mutants, RAC1 GTPase cycle, Signaling downstream of RAS mutants, Signaling by RAF1 mutants, RHOU GTPase cycle, CDC42 GTPase cycle, Cell-Cell communication, MAP2K and MAPK activation, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, MAPK family signaling cascades, Signal Transduction, RHO GTPases activate IQGAPs, Oncogenic MAPK signaling, RHOQ GTPase cycle, Neutrophil degranulation, Signaling by moderate kinase activity BRAF mutants, Innate Immune System	regulation of cytokine production, regulation of mitotic cell cycle, platelet-derived growth factor receptor signaling pathway, fibroblast migration, cellular response to epidermal growth factor stimulus, epidermal growth factor receptor signaling pathway, cellular response to calcium ion, fibroblast growth factor receptor signaling pathway, positive regulation of MAPK cascade, positive regulation of protein kinase activity, mitotic actomyosin contractile ring assembly actin filament organization, signal transduction, cellular response to platelet-derived growth factor stimulus, podocyte development, negative regulation of dephosphorylation, regulation of GTPase activity, neuron projection extension, cell migration	protein binding, protein domain specific binding, GTPase activator activity, cadherin binding, calcium ion binding, calmodulin binding, S100 protein binding, phosphatidylinositol-3,4,5-trisphosphate binding, actin filament binding, protein kinase binding, small GTPase binding, GTPase inhibitor activity, MAP-kinase scaffold activity, protein phosphatase binding, protein serine/threonine kinase activator activity, molecular adaptor activity	ribonucleoprotein complex, midbody, cytosol, focal adhesion, secretory granule membrane, nucleus, cortical actin cytoskeleton, cell cortex, cytoplasmic side of plasma membrane, actin filament, ruffle, growth cone, lateral plasma membrane, slit diaphragm, cytoplasm, apical plasma membrane, microtubule, neuron projection, plasma membrane, cytoplasmic ribonucleoprotein granule, extracellular exosome, axon, basolateral plasma membrane, microtubule cytoskeleton, actin cytoskeleton
ENSG00000166451	CENPN	0.3866386157145545	0.0011587879997947176	Amplification of signal from the kinetochores, Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal, Resolution of Sister Chromatid Cohesion, Cell Cycle, Mitotic, RHO GTPase Effectors, Nucleosome assembly, Signaling by Rho GTPases, Mitotic Spindle Checkpoint, Mitotic Prometaphase, Separation of Sister Chromatids, Cell Cycle Checkpoints, Mitotic Metaphase and Anaphase, Chromosome Maintenance, Cell Cycle, Deposition of new CENPA-containing nucleosomes at the centromere, RHO GTPases Activate Formins, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, Mitotic Anaphase, Signal Transduction, M Phase, EML4 and NUDC in mitotic spindle formation	chromosome segregation, CENP-A containing chromatin assembly		nucleoplasm, kinetochore, cytosol
ENSG00000112214	FHL5	0.3020732998931406	0.0011619868019856242			protein binding, transcription coactivator activity, metal ion binding	nucleus, Z disc
ENSG00000118492	ADGB	0.24148290758066615	0.001167572861085455		proteolysis, spermatogenesis, cell differentiation	calcium-dependent cysteine-type endopeptidase activity, heme binding, oxygen binding	
ENSG00000284435	MIR4691	-0.30722799322037453	0.00116814137352077				
ENSG00000198146	ZNF770	0.266617843724946	0.0011711733854807187	Gene expression (Transcription), RNA Polymerase II Transcription, Generic Transcription Pathway	regulation of transcription by RNA polymerase II, positive regulation of transcription by RNA polymerase II	DNA-binding transcription activator activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, metal ion binding	
ENSG00000108518	PFN1	0.3778838649715155	0.001187792479053287	Response to elevated platelet cytosolic Ca2+, RHO GTPases Activate Formins, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, RHO GTPase Effectors, Beta-catenin independent WNT signaling, Signaling by WNT, Signal Transduction, Signaling by ROBO receptors, Axon guidance, Hemostasis, Signaling by Rho GTPases, Platelet activation, signaling and aggregation, Developmental Biology, Platelet degranulation , PCP/CE pathway, Nervous system development	negative regulation of actin filament bundle assembly, synapse maturation, positive regulation of actin filament bundle assembly, negative regulation of stress fiber assembly, modification of postsynaptic actin cytoskeleton, positive regulation of ATP-dependent activity, protein stabilization, modulation of chemical synaptic transmission, neural tube closure, negative regulation of actin filament polymerization, positive regulation of epithelial cell migration, regulation of transcription by RNA polymerase II, positive regulation of ruffle assembly, positive regulation of actin filament polymerization, actin cytoskeleton organization, regulation of actin filament polymerization	actin binding, protein binding, RNA binding, actin monomer binding, cadherin binding, phosphatidylinositol-4,5-bisphosphate binding, small GTPase binding, proline-rich region binding, phosphotyrosine residue binding, adenyl-nucleotide exchange factor activity	cell cortex, extracellular exosome, cytoskeleton, cytosol, focal adhesion, blood microparticle, cytoplasm, membrane, glutamatergic synapse, nucleus
ENSG00000224081	SLC44A3-AS1	0.40613311183471845	0.0012160413985988457				
ENSG00000246273	SBF2-AS1	-0.2662487749193354	0.0012469395091648143				
ENSG00000205220	PSMB10	0.34204559945447	0.0012501534560806383	Immune System, Asymmetric localization of PCP proteins, APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1, Regulation of ornithine decarboxylase (ODC), Neddylation, Post-translational protein modification, FBXL7 down-regulates AURKA during mitotic entry and in early mitosis, Gene expression (Transcription), Cellular responses to stimuli, APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint, Dectin-1 mediated noncanonical NF-kB signaling, Vif-mediated degradation of APOBEC3G, Nuclear events mediated by NFE2L2, HIV Infection, CDK-mediated phosphorylation and removal of Cdc6, TCR signaling, Apoptosis, Signaling by WNT, Hh mutants abrogate ligand secretion, Adaptive Immune System, MAPK1/MAPK3 signaling, Regulation of PTEN stability and activity, Hedgehog 'on' state, SCF-beta-TrCP mediated degradation of Emi1, Transcriptional regulation by RUNX3, Signaling by NOTCH, Signal Transduction, Nervous system development, Infectious disease, Vpu mediated degradation of CD4, Innate Immune System, Cytokine Signaling in Immune system, TNFR2 non-canonical NF-kB pathway, Cross-presentation of soluble exogenous antigens (endosomes), UCH proteinases, p53-Dependent G1/S DNA damage checkpoint, APC/C:Cdc20 mediated degradation of Securin, PIP3 activates AKT signaling, APC/C:Cdc20 mediated degradation of mitotic proteins, Disease, Programmed Cell Death, KEAP1-NFE2L2 pathway, p53-Independent G1/S DNA damage checkpoint, Downstream TCR signaling, Metabolism of polyamines, Signaling by ROBO receptors, Regulation of RUNX3 expression and activity, Hh mutants are degraded by ERAD, GLI3 is processed to GLI3R by the proteasome, Ub-specific processing proteases, Downstream signaling events of B Cell Receptor (BCR), Separation of Sister Chromatids, Mitotic G1 phase and G1/S transition, Host Interactions of HIV factors, Cell Cycle, Antigen processing: Ubiquitination & Proteasome degradation, Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins, Stabilization of p53, Regulation of Apoptosis, RUNX1 regulates transcription of genes involved in differentiation of HSCs, Defective CFTR causes cystic fibrosis, Disorders of transmembrane transporters, The role of GTSE1 in G2/M progression after G2 checkpoint, M Phase, NIK-->noncanonical NF-kB signaling, Antigen processing-Cross presentation, Switching of origins to a post-replicative state, Formation of paraxial mesoderm, Ubiquitin-dependent degradation of Cyclin D, APC/C-mediated degradation of cell cycle proteins, Fc epsilon receptor (FCERI) signaling, DNA Replication, PTEN Regulation, Class I MHC mediated antigen processing & presentation, Hedgehog 'off' state, Transcriptional regulation by RUNX2, Regulation of APC/C activators between G1/S and early anaphase, Ubiquitin Mediated Degradation of Phosphorylated Cdc25A, Regulation of activated PAK-2p34 by proteasome mediated degradation, Beta-catenin independent WNT signaling, Assembly of the pre-replicative complex, Degradation of GLI2 by the proteasome, G1/S Transition, Interleukin-1 signaling, Activation of NF-kappaB in B cells, SCF(Skp2)-mediated degradation of p27/p21, ABC transporter disorders, G2/M Checkpoints, GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2, Diseases of signal transduction by growth factor receptors and second messengers, ER-Phagosome pathway, Deubiquitination, Signaling by Hedgehog, Somitogenesis, Metabolism of proteins, ABC-family proteins mediated transport, CLEC7A (Dectin-1) signaling, Degradation of GLI1 by the proteasome, Regulation of RAS by GAPs, Mitotic G2-G2/M phases, RAF/MAP kinase cascade, Cell Cycle Checkpoints, Negative regulation of NOTCH4 signaling, Mitotic Metaphase and Anaphase, Generic Transcription Pathway, C-type lectin receptors (CLRs), Developmental Biology, Autodegradation of the E3 ubiquitin ligase COP1, RNA Polymerase II Transcription, p53-Independent DNA Damage Response, TCF dependent signaling in response to WNT, MAPK family signaling cascades, Mitotic Anaphase, DNA Replication Pre-Initiation, Transcriptional regulation by RUNX1, Cyclin A:Cdk2-associated events at S phase entry, PCP/CE pathway, Degradation of DVL, Regulation of mitotic cell cycle, MAPK6/MAPK4 signaling, Cellular responses to stress, Metabolism, Cyclin E associated events during G1/S transition , Cdc20:Phospho-APC/C mediated degradation of Cyclin A, Cell Cycle, Mitotic, AUF1 (hnRNP D0) binds and destabilizes mRNA, Hedgehog ligand biogenesis, Regulation of expression of SLITs and ROBOs, Gastrulation, Intracellular signaling by second messengers, Degradation of beta-catenin by the destruction complex, Cellular response to hypoxia, FCERI mediated NF-kB activation, G2/M Transition, Signaling by the B Cell Receptor (BCR), p53-Dependent G1 DNA Damage Response, Orc1 removal from chromatin, Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha, Signaling by NOTCH4, S Phase, Regulation of mRNA stability by proteins that bind AU-rich elements, Regulation of RUNX2 expression and activity, Degradation of AXIN, Signaling by Interleukins, Synthesis of DNA, Viral Infection Pathways, Transport of small molecules, Axon guidance, Interleukin-1 family signaling, Metabolism of amino acids and derivatives, Metabolism of RNA, Cellular response to chemical stress, Autodegradation of Cdh1 by Cdh1:APC/C, G1/S DNA Damage Checkpoints	proteasomal protein catabolic process, cell morphogenesis, T cell proliferation, humoral immune response	threonine-type endopeptidase activity, endopeptidase activity, protein binding	spermatoproteasome complex, cytosol, proteasome core complex, beta-subunit complex, proteasome core complex, nucleoplasm, proteasome complex, nucleus
ENSG00000261884		0.34204559945447	0.0012501534560806383				
ENSG00000073614	KDM5A	-0.18818851721632246	0.0012787458993758173	Chromatin organization, HDMs demethylate histones, Chromatin modifying enzymes	regulation of DNA-binding transcription factor activity, negative regulation of transcription by RNA polymerase II, positive regulation of DNA-templated transcription, chromatin remodeling, regulation of DNA-templated transcription, facultative heterochromatin formation, circadian regulation of gene expression	transcription cis-regulatory region binding, transcription coactivator activity, protein binding, chromatin DNA binding, DNA binding, enzyme inhibitor activity, histone H3K4me/H3K4me2/H3K4me3 demethylase activity, zinc ion binding, methylated histone binding, histone binding, histone demethylase activity	nucleolus, nucleoplasm, protein-DNA complex, nucleus, chromatin
ENSG00000153012	LGI2	-0.1850382347072781	0.001287861228808131	Developmental Biology, LGI-ADAM interactions	inhibitory synapse assembly		
ENSG00000083520	DIS3	0.2916239499031157	0.0012923180796642099	Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA, Cellular responses to stimuli, Cellular responses to stress, Unfolded Protein Response (UPR), Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA, PERK regulates gene expression, ATF4 activates genes in response to endoplasmic reticulum  stress, KSRP (KHSRP) binds and destabilizes mRNA, rRNA processing, Deadenylation-dependent mRNA decay, Metabolism of RNA, rRNA processing in the nucleus and cytosol, Major pathway of rRNA processing in the nucleolus and cytosol, mRNA decay by 3' to 5' exoribonuclease, Regulation of mRNA stability by proteins that bind AU-rich elements	CUT catabolic process, rRNA processing, exonucleolytic catabolism of deadenylated mRNA, rRNA catabolic process, RNA catabolic process, RNA processing	3'-5'-RNA exonuclease activity, protein binding, RNA binding, endonuclease activity, guanyl-nucleotide exchange factor activity	cytoplasmic exosome (RNase complex), nuclear exosome (RNase complex), nucleolus, cytosol, exosome (RNase complex), nucleoplasm, membrane, nucleus
ENSG00000134853	PDGFRA	-0.19779095026413707	0.0013581233365451445	Signaling by PDGFR in disease, PIP3 activates AKT signaling, Imatinib-resistant PDGFR mutants, Diseases of signal transduction by growth factor receptors and second messengers, Disease, PI3K/AKT Signaling in Cancer, Intracellular signaling by second messengers, Drug resistance of PDGFR mutants, Sorafenib-resistant PDGFR mutants, RAF/MAP kinase cascade, PDGFR mutants bind TKIs, MAPK1/MAPK3 signaling, Sunitinib-resistant PDGFR mutants, Signaling by Receptor Tyrosine Kinases, Constitutive Signaling by Aberrant PI3K in Cancer, PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling, Regorafenib-resistant PDGFR mutants, Signaling by PDGF, Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants, Negative regulation of the PI3K/AKT network, MAPK family signaling cascades, Signal Transduction, Downstream signal transduction, Signaling by PDGFRA extracellular domain mutants	positive regulation of kinase activity, extracellular matrix organization, white fat cell differentiation, lung development, transmembrane receptor protein tyrosine kinase signaling pathway, cell activation, adrenal gland development, regulation of mesenchymal stem cell differentiation, protein autophosphorylation, cardiac myofibril assembly, metanephric glomerular capillary formation, platelet-derived growth factor receptor signaling pathway, retina vasculature development in camera-type eye, peptidyl-tyrosine phosphorylation, face morphogenesis, male genitalia development, cellular response to amino acid stimulus, Leydig cell differentiation, multicellular organism development, positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway, cellular response to reactive oxygen species, in utero embryonic development, regulation of chemotaxis, platelet-derived growth factor receptor-alpha signaling pathway, negative regulation of platelet activation, odontogenesis of dentin-containing tooth, estrogen metabolic process, luteinization, hematopoietic progenitor cell differentiation, embryonic digestive tract morphogenesis, positive regulation of phosphatidylinositol 3-kinase signaling, wound healing, positive regulation of cell migration, roof of mouth development, signal transduction involved in regulation of gene expression, positive regulation of ERK1 and ERK2 cascade, positive regulation of cell population proliferation, embryonic cranial skeleton morphogenesis, cell chemotaxis, phosphatidylinositol-mediated signaling, platelet aggregation, positive regulation of fibroblast proliferation, positive regulation of phospholipase C activity, positive regulation of cytosolic calcium ion concentration, embryonic skeletal system morphogenesis, positive regulation of phosphatidylinositol 3-kinase activity, regulation of actin cytoskeleton organization	protein kinase activity, platelet-derived growth factor alpha-receptor activity, protein binding, platelet-derived growth factor binding, protein homodimerization activity, vascular endothelial growth factor binding, platelet-derived growth factor receptor binding, BBSome binding, transmembrane receptor protein tyrosine kinase activity, ATP binding, vascular endothelial growth factor receptor activity	external side of plasma membrane, microvillus, endoplasmic reticulum membrane, cilium, Golgi apparatus, receptor complex, nucleoplasm, cytoplasm, membrane, plasma membrane, nucleus, cell junction, protein-containing complex
ENSG00000084463	WBP11	0.28901309935218356	0.0013581233365451445	Processing of Capped Intron-Containing Pre-mRNA, mRNA Splicing - Major Pathway, mRNA Splicing, Metabolism of RNA	RNA splicing, mRNA processing, rRNA processing	protein binding, single-stranded DNA binding, RNA binding, WW domain binding	nucleoplasm, nucleus, cytosol, intracellular membrane-bounded organelle
ENSG00000172403	SYNPO2	0.15762764157910603	0.0013628534505750614			actin binding, protein binding, alpha-actinin binding, filamin binding, muscle alpha-actinin binding, 14-3-3 protein binding	cytosol, Z disc, stress fiber, nucleoplasm, focal adhesion, intracellular membrane-bounded organelle, nucleus, actin cytoskeleton
ENSG00000198286	CARD11	0.22272400780478208	0.001392805548724369	TCR signaling, Immune System, Downstream TCR signaling, C-type lectin receptors (CLRs), CLEC7A (Dectin-1) signaling, Adaptive Immune System, Fc epsilon receptor (FCERI) signaling, Activation of NF-kappaB in B cells, FCERI mediated NF-kB activation, Signaling by the B Cell Receptor (BCR), Downstream signaling events of B Cell Receptor (BCR), Innate Immune System	B cell proliferation, positive regulation of B cell proliferation, positive regulation of T cell receptor signaling pathway, positive regulation of interleukin-2 production, T cell costimulation, GDP metabolic process, B cell differentiation, TORC1 signaling, regulation of apoptotic process, CD4-positive, alpha-beta T cell proliferation, I-kappaB kinase/NF-kappaB signaling, regulation of B cell differentiation, positive regulation of NF-kappaB transcription factor activity, positive regulation of CD4-positive, alpha-beta T cell proliferation, GMP metabolic process, positive regulation of I-kappaB kinase/NF-kappaB signaling, regulation of T cell differentiation, protein homooligomerization, thymic T cell selection, homeostasis of number of cells	protein self-association, protein binding, CARD domain binding, guanylate kinase activity	extracellular exosome, cytosol, membrane raft, CBM complex, cytoplasm, immunological synapse, plasma membrane
ENSG00000235890	TSPEAR-AS1	0.2064444859278569	0.001420038443113492				
ENSG00000091947	TMEM101	-0.16921729515925144	0.0014389832830517713				cellular_component, membrane
ENSG00000197182	MIRLET7BHG	-0.2923279477577996	0.0015109201252344975				
ENSG00000166689	PLEKHA7	0.23222364685467856	0.0015185921142819698		pore complex assembly, zonula adherens maintenance, epithelial cell-cell adhesion, cell-cell adhesion mediated by cadherin	delta-catenin binding, protein binding	extracellular exosome, pore complex, cytosol, nucleoplasm, zonula adherens, centrosome, cell junction
ENSG00000170185	USP38	0.3508601648453218	0.001526642055007297		ubiquitin-dependent protein catabolic process, protein deubiquitination	protein binding, cysteine-type deubiquitinase activity	nucleus, cytosol
ENSG00000147162	OGT	0.28762962471226317	0.0015343920742577357	Programmed Cell Death, Formation of WDR5-containing histone-modifying complexes, Regulation of necroptotic cell death, Deubiquitination, Gene expression (Transcription), Metabolism of proteins, UCH proteinases, Epigenetic regulation of gene expression, Chromatin modifying enzymes, Regulated Necrosis, RIPK1-mediated regulated necrosis, Post-translational protein modification, Chromatin organization, HATs acetylate histones	negative regulation of stem cell population maintenance, protein processing, regulation of glycolytic process, mitophagy, negative regulation of cell migration, apoptotic process, regulation of necroptotic process, positive regulation of transcription by RNA polymerase II, positive regulation of translation, histone H4-K5 acetylation, histone H4-K8 acetylation, chromatin organization, positive regulation of lipid biosynthetic process, negative regulation of transforming growth factor beta receptor signaling pathway, positive regulation of cold-induced thermogenesis, positive regulation of histone H3-K4 methylation, regulation of neurotransmitter receptor localization to postsynaptic specialization membrane, regulation of transcription by RNA polymerase II, positive regulation of transcription from RNA polymerase II promoter by glucose, signal transduction, regulation of synapse assembly, regulation of dosage compensation by inactivation of X chromosome, circadian regulation of gene expression, regulation of gluconeogenesis, protein O-linked glycosylation, response to insulin, response to nutrient, regulation of insulin receptor signaling pathway, negative regulation of transcription by RNA polymerase II, positive regulation of proteolysis, positive regulation of DNA-templated transcription, phosphatidylinositol-mediated signaling, negative regulation of protein ubiquitination, negative regulation of proteasomal ubiquitin-dependent protein catabolic process, regulation of Rac protein signal transduction, positive regulation of stem cell population maintenance, histone H4-K16 acetylation, hemopoiesis	protein O-acetylglucosaminyltransferase activity, protein binding, chromatin DNA binding, acetylglucosaminyltransferase activity, phosphatidylinositol-3,4,5-trisphosphate binding	cell projection, histone acetyltransferase complex, Sin3 complex, cytosol, mitochondrial membrane, nucleoplasm, protein N-acetylglucosaminyltransferase complex, glutamatergic synapse, plasma membrane, nucleus, NSL complex, protein-containing complex
ENSG00000285373	LINC02478	0.36301134621995956	0.001550842439352215				
ENSG00000152422	XRCC4	-0.3852628186340956	0.0015622407550129748	HIV Life Cycle, SUMOylation, DNA Double-Strand Break Repair, SUMO E3 ligases SUMOylate target proteins, Early Phase of HIV Life Cycle, Metabolism of proteins, Nonhomologous End-Joining (NHEJ), SUMOylation of DNA damage response and repair proteins, DNA Repair, Integration of provirus, Post-translational protein modification, HIV Infection, Infectious disease, Viral Infection Pathways, 2-LTR circle formation, Disease	positive regulation of ligase activity, response to X-ray, double-strand break repair, immunoglobulin V(D)J recombination, DNA ligation involved in DNA repair, protein localization to site of double-strand break, double-strand break repair via nonhomologous end joining	protein binding, identical protein binding, molecular adaptor activity, FHA domain binding, DNA binding, nucleic acid binding, ligase activity	site of double-strand break, condensed chromosome, cytosol, nucleoplasm, nonhomologous end joining complex, nucleus, DNA ligase IV complex, DNA-dependent protein kinase-DNA ligase 4 complex
ENSG00000260305	NTRK3-AS1	-0.3188483154266115	0.0016199408757692996				
ENSG00000203995	ZYG11A	-0.3466497852889807	0.0016246985898243295				
ENSG00000113296	THBS4	0.21630589250498744	0.0016498030983091655	Signaling by PDGF, Signal Transduction, Signaling by Receptor Tyrosine Kinases	positive regulation of endothelial cell proliferation, response to endoplasmic reticulum stress, negative regulation of angiogenesis, tissue remodeling, positive regulation of neutrophil chemotaxis, myoblast migration, behavioral response to pain, positive regulation of cell division, signal transduction, response to unfolded protein, regulation of tissue remodeling, endothelial cell-cell adhesion, positive regulation of peptidyl-tyrosine phosphorylation	protein binding, heparin binding, calcium ion binding, integrin binding, growth factor activity	extracellular exosome, sarcoplasmic reticulum, collagen-containing extracellular matrix, extracellular region, extracellular space, basement membrane, endoplasmic reticulum
ENSG00000043462	LCP2	0.2807810584155921	0.001662425355012369	TCR signaling, Immune System, Generation of second messenger molecules, FCERI mediated Ca+2 mobilization, Adaptive Immune System, Hemostasis, Platelet activation, signaling and aggregation, Fc epsilon receptor (FCERI) signaling, DAP12 interactions, FCERI mediated MAPK activation, DAP12 signaling, GPVI-mediated activation cascade, Innate Immune System	immune response, transmembrane receptor protein tyrosine kinase signaling pathway, positive regulation of protein kinase activity, T cell receptor signaling pathway, intracellular signal transduction, mast cell activation		plasma membrane raft, cytosol, cell-cell junction, TCR signalosome
ENSG00000187231	SESTD1	0.19757271058097903	0.0016923872596443107			phosphatidylinositol-5-phosphate binding, protein binding, phosphatidylserine binding, phosphatidylinositol-3-phosphate binding, phosphatidic acid binding, phosphatidylinositol-4-phosphate binding, 1-phosphatidylinositol binding, phosphatidylcholine binding, phosphatidylinositol-3,5-bisphosphate binding, phosphatidylinositol-3,4-bisphosphate binding, phosphatidylinositol-4,5-bisphosphate binding	
