ID	batch1_1	batch1_2	batch2_1	batch2_2	batch3_1	batch3_2	quimiostato1_1	quimiostato1_2	quimiostato2_1	quimiostato2_2	quimiostato3_1	quimiostato3_2	chromosome_name	start_position	end_position	description	external_gene_name
YAL021C	8.45628949370771	8.48323328607014	8.63605596063275	8.63169270776878	8.73436335590154	8.7188268234025	8.50171903567142	8.50213763262467	8.3329292985085	8.33979836814942	8.29713169728211	8.25250638262885	I	110846	113359	Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening [Source:SGD;Acc:S000000019]	CCR4
YAL022C	7.79605754311885	7.81722852967787	7.95052795607115	7.94444287244692	8.02868788047003	8.00717411926982	7.52521525617426	7.53529533964339	7.37909615444004	7.39505065505368	7.35641003321811	7.35641003321811	I	108877	110430	High affinity, broad selectivity, nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole, contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member [Source:SGD;Acc:S000000020]	FUN26
YAL023C	10.6769089743563	10.6934585877702	10.8122568615315	10.8082162408541	10.8802400908134	10.8630148589631	9.45716768941793	9.45249624287201	9.34010529162854	9.33046848214652	9.35555776664755	9.35171645814706	I	106272	108551	Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; acts in a complex with Pmt1p, can instead interact with Pmt5p; antifungal drug target; PMT2 has a paralog, PMT3, that arose from the whole genome duplication [Source:SGD;Acc:S000000021]	PMT2
YAL024C	7.3016063679245	7.33435810614013	7.61407035367708	7.6182709979549	7.46430481783111	7.45764767319236	7.03321113801143	7.04719874083577	7.16270263519723	7.16954504673876	7.13292855972204	7.15072356142352	I	101565	105872	Protein similar to GDP/GTP exchange factors; without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures [Source:SGD;Acc:S000000022]	LTE1
YAL025C	9.09719685650181	9.12239756219283	9.16109490608655	9.16935101343968	9.35925175459549	9.32934540072743	8.02083338700772	8.0212515259067	8.23034178444402	8.23213730054342	8.1807048004929	8.17201771681899	I	100225	101145	Essential nuclear protein; constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus [Source:SGD;Acc:S000000023]	MAK16
YAL026C	8.43989542326121	8.45053602617843	8.61612823343227	8.60596962699413	8.5463908524727	8.53503592682656	7.95758038598327	7.97229629867084	7.91466410438871	7.9152106910561	8.14119425776645	8.1051416963789	I	95630	99697	Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation, endocytosis, protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease [Source:SGD;Acc:S000000024]	DRS2
YAL026C-A	2.79763333500402	2.58784866916385	1.73939780841888	1.35481584049438	1.66350208907563	1.0512226389838	2.57328923761084	1.16238553462665	2.87255224320297	2.87850372110425	1.85315392699294	1.85315392699294	I	95386	95823	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAL027W and the verified gene DRS2 [Source:SGD;Acc:S000028730]	
YAL027W	6.21762234942312	6.23223528556656	6.18443970333151	6.19830705981315	6.36271912388754	6.40323795216376	7.24816732565024	7.24858431978777	7.05247661774455	7.03622131701301	7.29372476675755	7.33322106388259	I	94687	95472	5'- and 3'-flap DNA binding protein; recruits Rad1p-Rad10p to single-strand annealing intermediates with 3' non-homologous tails for removal during double-strand break repair; complexes with Rad1p-Rad10p and stimulates its endonuclease activity; green fluorescent protein (GFP)-fusion protein localizes to the nucleus [Source:SGD;Acc:S000000025]	SAW1
YAL028W	5.31086465190999	5.32530433826424	5.34916286496853	5.31980275618517	4.97038619818867	4.95531226505062	6.28078090509244	6.28119526195414	5.82930243169405	5.83607191832799	5.99343425165544	5.99343425165544	I	92900	94486	Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog, FRT1, that arose from the whole genome duplication [Source:SGD;Acc:S000000026]	FRT2
YAL029C	9.29016601071798	9.30495342380838	9.42763457695095	9.42773211205828	9.52760906167926	9.52050700386755	8.21364364768872	8.22604419754732	8.22018008721363	8.22193952652582	8.32482736868134	8.3130228382872	I	87855	92270	Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog, MYO2, that arose from the whole genome duplication [Source:SGD;Acc:S000000027]	MYO4
YAL030W	6.74364474934786	6.78479098165873	6.94726232309846	6.92739233587275	6.70006058839648	6.68463787855408	7.74093342830672	7.71608558020018	7.71926974866043	7.7476131828557	7.93587147466334	7.93587147466334	I	87286	87752	Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog, SNC2, that arose from the whole genome duplication [Source:SGD;Acc:S000000028]	SNC1
YAL031C	7.34627323279123	7.36976396304808	6.99213070815738	7.03412027199976	7.38232313579663	7.35744085758175	7.1383645803212	7.17631860570843	7.06388599647955	7.10442273934235	6.98206712087111	6.98206712087111	I	84749	87031	Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate [Source:SGD;Acc:S000000029]	GIP4
YAL031W-A	2.3128566556619	2.00259781128508	0	0.830922420138566	1.05930188531526	1.0512226389838	2.23687099304649	1.79765406509296	2.38286940535254	1.64060091532132	1.85315392699294	1.4551905105837	I	84669	84977	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF GIP4/YAL031C [Source:SGD;Acc:S000028731]	
YAL032C	6.4150489856396	6.41281295656013	6.51474871792957	6.54966697199798	6.65421933410765	6.63880148566579	7.44549236687718	7.47632443615783	7.31369847744258	7.31095605896107	7.30171100242385	7.29372476675755	I	83335	84474	Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene [Source:SGD;Acc:S000000030]	PRP45
YAL033W	6.94293994680636	6.96921932584548	7.22798783438237	7.2189384710069	7.03420190195335	7.01874806065542	6.03058825961582	6.03100159428505	6.07462873540331	6.08141712862031	6.21258805009283	6.19554441991732	I	82706	83227	Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs [Source:SGD;Acc:S000000031]	POP5
YAL034C	6.54336180900017	6.55801476795177	6.34525821908903	6.38465714030988	6.6386094128532	6.63880148566579	8.2375093438297	8.23199818836912	8.3376370871932	8.35853831945077	8.30906643282626	8.31696842348181	I	80710	81951	Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog, YOR338W, that arose from the whole genome duplication [Source:SGD;Acc:S000002134]	FUN19
YAL034C-B	0	1.58727189720202	0.831595612916882	0.830922420138566	0	1.65286302719987	0	0	1.03838890783759	0	0.903781669317655	1.85315392699294	I	79489	79842	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002137]	
YAL034W-A	5.87148789835419	5.93414334869193	5.69146204023739	5.66802347990589	5.39879735524379	5.52469003592163	5.3871935398911	5.51025942736859	5.85579952391315	5.83607191832799	5.93301793352024	6.03235046075432	I	79718	80587	Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND) [Source:SGD;Acc:S000000032]	MTW1
YAL035W	10.8008354023772	10.8180432554612	11.1117057963655	11.1081347588039	11.2162164424993	11.1960413844508	10.3062281711821	10.3080574298439	10.2802913177483	10.2871761779516	10.2896777934402	10.2836420272948	I	76427	79435	Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2 [Source:SGD;Acc:S000000033]	FUN12
YAL036C	8.75022924373106	8.71426088927168	8.86075574134275	8.85437485813926	9.0556138074667	9.01935109400126	8.06818173140021	8.06193026424058	7.90834891615913	7.87672701635028	7.92039443116998	7.90998338361628	I	75043	76152	Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid [Source:SGD;Acc:S000000034]	RBG1
YAL037C-A	3.31171870461714	3.32504490756607	3.57472349479519	3.37098277855049	2.90757085856152	2.40303349124428	0	2.23720170879281	1.6359240192314	2.06244473518304	1.4551905105837	2.42083785304821	I	73426	73518	Putative protein of unknown function [Source:SGD;Acc:S000028732]	
YAL037C-B	4.84702556375104	4.00324653385926	4.74030883266082	4.55984954007254	4.35829861751837	4.48836757094157	3.74191136018872	3.27320341984002	4.24160041362912	4.16540180062379	3.81398199736992	3.51747299207124	I	72326	73300	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028592]	
YAL037W	5.66130047702619	5.73131790719208	5.53044062589754	5.55306915302438	5.43539497503312	5.3835951421666	5.47011125740212	5.38760326641872	5.46634131103699	5.54027747693395	5.44880938391033	5.29727978737985	I	74020	74823	Putative protein of unknown function; YAL037W has a paralog, YOR342C, that arose from the whole genome duplication [Source:SGD;Acc:S000000035]	
YAL038W	11.985128037427	11.9964001975582	12.1144270421934	12.1187129350025	12.32142077837	12.3140763734002	10.949786974537	10.9429650002393	11.3236798966316	11.3370783860756	11.2936134962496	11.3035901690459	I	71786	73288	Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication [Source:SGD;Acc:S000000036]	CDC19
YAL039C	7.97738130076179	7.997802583734	7.82717908373392	7.8206873479372	7.85720703307317	7.84170126168481	8.04131610265248	8.02811146781077	7.90834891615913	7.90886761134527	8.28509740715996	8.27296188759357	I	68716	69525	Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in mitochondrial intermembrane space; human homolog HCCS implicated in microphthalmia with linear skin defects (MLS), and can complement yeast null mutant [Source:SGD;Acc:S000000037]	CYC3
YAL040C	8.13843899550468	8.16835758581193	8.38332258990993	8.36484826493292	8.33989015210157	8.33398534443416	7.71566782194955	7.70756440671256	7.71203632400977	7.72612751668866	7.3867600149874	7.3867600149874	I	65778	67520	G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2, CCNB1, CCNC, CCND1, or CCNE1 [Source:SGD;Acc:S000000038]	CLN3
YAL041W	8.20785851186151	8.21777018568861	8.27492513867056	8.26975702585825	8.37799306078424	8.35303533854942	8.08142923768341	8.07523888834607	7.94583192602205	7.95884812323376	7.95118424322188	7.93587147466334	I	62840	65404	Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42 [Source:SGD;Acc:S000000039]	CDC24
YAL042W	9.41493307458237	9.44847259370744	9.55271858839496	9.56756470174947	9.59992186979076	9.54969831531121	8.77880276572736	8.75047410808185	8.4331096453854	8.43115479162795	8.81790556843555	8.84274938764769	I	61316	62563	Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport [Source:SGD;Acc:S000000040]	ERV46
YAL043C	8.03854330162071	8.05873214325625	8.12987860657294	8.13235688658546	8.15475631641721	8.13374056140978	8.14590130049343	8.14631957357752	8.10892393240352	8.12128657524362	8.1807048004929	8.1807048004929	I	58695	61052	Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII [Source:SGD;Acc:S000000041]	PTA1
YAL044C	9.92382844732867	9.94009711976799	9.95863538093344	9.95709982134575	10.1862791407072	10.1720607854121	9.43669661091699	9.43969058773506	9.10354729897181	9.10765846103399	9.21884968067485	9.22306102112252	I	57950	58462	H subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF [Source:SGD;Acc:S000000042]	GCV3
YAL044W-A	1.57740693466619	2.00259781128508	2.04215760540571	2.689691946774	2.08806308991409	2.07616772295328	1.79735506187209	2.84626489440166	3.52848717531444	3.2436427297082	2.99416525659223	3.51747299207124	I	57518	57850	Mitochondrial matrix protein involved in Fe-S cluster biogenesis; facilitates [4Fe-2S] cluster inception into mitochondrial proteins such as lipoate synthase and succinate dehydrogenase; interacts and may function with Grx5p at an early step in Fe-S cluster biosynthesis; forms dimeric complexes with Grx5p and Nfu1p that alter the stability of shared Fe/S clusters; sequence similarity to human BOLA family member, BOLA1 and S. pombe uvi31, a putative DNA repair protein [Source:SGD;Acc:S000007586]	BOL1
YAL046C	6.79610840198956	6.82361106529553	6.73136106413154	6.72983843306791	6.70006058839648	6.6695203146503	7.01951124379763	6.99213134057725	7.14132087918582	7.0932773884439	6.85757332321348	6.8790827026447	I	57029	57385	Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress by acting along with Nfu1p at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to mitochondrial client proteins like lipoate synthase and succinate dehydrogenase; sequence similarity to human BOLA family member, BOLA3, mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS2) [Source:SGD;Acc:S000000044]	BOL3
YAL047C	6.29257671642392	6.3071996782118	6.45189411492714	6.45037457762789	6.59073992665003	6.57532907030053	6.62636686579086	6.62678237248363	6.51787740267237	6.5246927765299	6.6728751160331	6.6728751160331	I	54989	56857	Gamma-tubulin small complex (gamma-TuSC) receptor; recruits the gamma-TuSC complex to the cytoplasmic side of the SPB, connecting nuclear microtubules to the SPB; involved in astral microtubule formation, stabilization, and with Stu2p, anchoring astral MTs at the cytoplasmic face of the SPB, and regulating plus-end MT dynamics; regulated by Cdc5 kinase [Source:SGD;Acc:S000000045]	SPC72
YAL048C	6.44821283901578	6.51121934347984	6.43898777377238	6.45037457762789	6.50724914517844	6.49184796619336	7.12563196831657	7.13878135614149	6.96997997686369	6.93996129301797	6.8790827026447	6.86836809842061	I	52801	54789	Outer mitochondrial membrane GTPase, subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; ortholog of metazoan Miro GTPases [Source:SGD;Acc:S000000046]	GEM1
YAL049C	8.1932615244332	8.19327542436598	7.87108043662595	7.85020301352963	7.92954676526764	7.91403769161774	8.50171903567142	8.49224960501346	8.85369168934738	8.86385021834645	8.71700655112804	8.70802053283724	I	51855	52595	Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor [Source:SGD;Acc:S000000047]	AIM2
YAL051W	7.61076141112877	7.60335772437025	7.63685478337147	7.6521805617935	7.53346125331093	7.49242721664614	7.4658398912754	7.46625727204293	7.69011586771065	7.68217174049014	7.85133960443804	7.82387437015377	I	48564	51707	Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p, which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids, peroxisome organization and biogenesis, activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog, PIP2, that arose from the whole genome duplication [Source:SGD;Acc:S000000048]	OAF1
YAL053W	9.14348985701206	9.15574147389524	8.96346830373157	8.96643367817695	9.00172230772196	8.97699881696531	9.3922064752816	9.39793151417867	9.10354729897181	9.10210903275048	9.27062796684525	9.26041990889431	I	45899	48250	Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC2 has a paralog, YOR365C, that arose from the whole genome duplication [Source:SGD;Acc:S000000049]	FLC2
YAL054C	6.46451319680289	6.36097253637896	6.19982324316416	6.1516560993703	5.99701067889158	5.85377416107605	12.8064608175976	12.8011350138151	12.7725218562213	12.7761479551187	12.6947726395473	12.6898365458038	I	42881	45022	Acetyl-coA synthetase isoform; along with Acs2p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions [Source:SGD;Acc:S000000050]	ACS1
